Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (�)
Department of Health,NHS Barnsley CCG,31/10/2018,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,24276010,"43,195.70 "
Department of Health,NHS Barnsley CCG,31/10/2018,National Insurance < 1 yr-NI-EES,BALANCE SHEET,HMRC,24276010,"30,983.50 "
Department of Health,NHS Barnsley CCG,31/10/2018,Statutory Mat Pay < 1 yr,BALANCE SHEET,HMRC,24276010,(304.54)
Department of Health,NHS Barnsley CCG,31/10/2018,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,HOLLY BANK TRUST,24140784,"(54,192.34)"
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"1,120.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"3,878.42 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"94,453.40 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"20,747.29 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"1,375.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24451844,"9,466.80 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24209979,"53,832.68 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24209979,20.18 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24209979,"6,045.20 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24209979,"3,583.33 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24209979,"4,927.45 "
Department of Health,NHS Barnsley CCG,31/10/2018,External Data Contracts,BUSINESS INFORMATICS,KIER BUSINESS SERVICES LTD,24228515,"13,850.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,External Data Contracts,COMMISSIONING SCHEMES,KIER BUSINESS SERVICES LTD,24228515,"15,206.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Telecoms-Data lines,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,24228515,"48,439.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24237989,"31,068.40 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24237989,"4,333.33 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24237989,"1,024.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24237989,"2,056.83 "
Department of Health,NHS Barnsley CCG,31/10/2018,ME-PMS GP Prior Year AVCs,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24237989,640.00 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24477364,"22,594.16 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prof fees Dispensing,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24477364,"4,839.88 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,NHS BARNSLEY CCG GP PRACTICE,24477364,"1,399.20 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24211983,"20,802.45 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24211983,"4,802.71 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24211983,"1,621.22 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,24341779,"1,797.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,24341779,"91,655.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,23964461,"1,797.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,23964461,"91,655.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,24194490,"2,465.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,24194490,"224,013.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,23964323,"3,082.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID YORKSHIRE HOSPITALS NHS TRUST,23964323,"35,406.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,NHS ROTHERHAM CCG,24046692,"72,853.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,24341659,"(26,237.42)"
Department of Health,NHS Barnsley CCG,31/10/2018,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,ONEHEALTH GROUP,24341675,"157,481.14 "
Department of Health,NHS Barnsley CCG,31/10/2018,External Consultancy Fees,ADMINISTRATION & BUSINESS SUPPORT,OUTCOMES BASED HEALTHCARE LTD,24377152,"30,000.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Other Gen Supplies & Srv,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,24118099,"35,025.68 "
Department of Health,NHS Barnsley CCG,31/10/2018,Other Gen Supplies & Srv,PATIENT TRANSPORT,PREMIER CARE DIRECT LTD,24402212,"35,025.67 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,24276605,425.50 
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,24276605,"34,043.08 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,23964387,"36,575.84 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,24154462,"5,098.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,24154462,"439,320.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,24154467,"1,021.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,ROTHERHAM NHS FOUNDATION TRUST,24154467,"40,828.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,24462314,"5,098.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROTHERHAM NHS FOUNDATION TRUST,24462314,"439,320.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,280.00 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,"1,747.42 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,"65,862.51 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,"8,873.23 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,870.00 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,181.77 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS BARNSLEY CCG GP PRACTICE,24454283,"7,007.14 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,24341484,"1,722.58 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,24341484,"144,442.74 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,24026114,"1,722.58 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,24026114,"144,442.74 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,24194499,"1,830,586.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,24194557,"175,894.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"14,186.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,LEARNING DIFFICULTIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"2,164.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH SERVICES - ADULTS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"23,054.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH SERVICES - OLDER PEOPLE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"2,712.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"1,134,883.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LEARNING DIFFICULTIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"197,193.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH SERVICES - ADULTS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"1,844,347.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH SERVICES - OLDER PEOPLE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24118075,"216,952.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Cont Care-NHSFT-Prior Year Payments,CHC ADULT FULLY FUNDED,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24249060,"25,739.30 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24249124,"39,958.56 "
Department of Health,NHS Barnsley CCG,31/10/2018,Cont Care-NHSFT-Prior Year Payments,CHC ADULT FULLY FUNDED,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24249152,"(25,739.30)"
Department of Health,NHS Barnsley CCG,31/10/2018,Cont Care-NHSFT-Prior Year Payments,CHC ADULT FULLY FUNDED,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24249157,"63,207.98 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24276534,"190,996.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24276591,"(190,996.00)"
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Non Contract,INTERMEDIATE CARE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24276613,"467,000.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24071023,"587,133.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,INTERMEDIATE CARE,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24071023,"319,906.00 "
Department of Health,NHS Barnsley CCG,30/09/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,LONG TERM CONDITIONS,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,24071023,"145,792.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Clinical&Medical-Commercial Sector,NCAS/OATS,SPAMEDICA LTD,24276555,"78,057.65 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WHITE ROSE MEDICAL PRACTICE,24209981,"79,665.88 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,WHITE ROSE MEDICAL PRACTICE,24209981,319.38 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WHITE ROSE MEDICAL PRACTICE,24209981,"17,485.37 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WHITE ROSE MEDICAL PRACTICE,24209981,"6,630.93 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,"46,405.02 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,140.00 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,3.35 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS PCO Other,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,363.30 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,755.95 
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,"1,107.86 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,"28,500.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,"1,573.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,WOODLAND DRIVE MEDICAL CENTRE,24215132,"4,023.80 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,24194353,"33,495.27 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,YORKSHIRE AMBULANCE SERVICE NHS TRUST,24118095,"656,905.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,24118106,"55,687.00 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,YORKSHIRE AMBULANCE SERVICE NHS TRUST,24118109,"125,065.40 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,"26,968.34 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,298.34 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,3.04 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,"1,310.42 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,448.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665008,"2,327.36 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,"32,058.05 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,"1,491.70 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,9.43 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,"2,150.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,"7,057.88 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,492.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,140.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665010,"2,420.56 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,"28,532.53 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,213.10 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS OOH Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,23.44 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,"6,200.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-APMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,"1,748.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,700.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION,24665012,"2,727.89 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Practice Transformational Support,COMMISSIONING SCHEMES,BARNSLEY HEALTHCARE FEDERATION,24762680,"43,000.00 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Practice Transformational Support,LOCAL ENHANCED SERVICES,BARNSLEY HEALTHCARE FEDERATION,24934754,"46,666.67 "
Department of Health,NHS Barnsley CCG,30/11/2018,Clinical&Medical-Commercial Sector,OUT OF HOURS,BARNSLEY HEALTHCARE FEDERATION,24934756,"124,715.53 "
Department of Health,NHS Barnsley CCG,30/11/2018,Soc Care-Support Prim Care,GP FORWARD VIEW,BARNSLEY HEALTHCARE FEDERATION,24934758,"132,164.41 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"41,955.09 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,280.00 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"3,026.02 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,14.69 
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"11,654.20 "
Department of Health,NHS Barnsley CCG,30/11/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"4,158.04 "
Department of Health,NHS Barnsley CCG,30/11/2018,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"6,909.36 "
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"8,128.19 "
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"8,062.92 "
Department of Health,NHS Barnsley CCG,30/11/2018,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BARNSLEY HEALTHCARE FEDERATION CIC (GOLDTHORPE),24664626,"6,967.02 "
Department of Health,NHS Barnsley CCG,31/10/2018,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,24462373,"270,572.00 "
